[00:40:48] [User Authenticator #12/INFO]: UUID of player tannerd88 is e0436caf-67d5-4325-85f0-1e0aff6dc16e
[00:40:48] [Server thread/INFO]: tannerd88[/209.6.44.49:50593] logged in with entity id 67912 at (-4319.629877346516, 66.0, -1395.9815485744612)
[00:40:48] [Server thread/INFO]: tannerd88 joined the game
[00:41:13] [Server thread/INFO]: tannerd88 lost connection: Disconnected
[00:41:13] [Server thread/INFO]: tannerd88 left the game
[00:53:39] [User Authenticator #13/INFO]: UUID of player papajohnxiiv is c473b258-b583-4d22-b435-f516c3b7e0c6
[00:53:39] [Server thread/INFO]: papajohnxiiv[/45.56.142.7:51133] logged in with entity id 68217 at (-4267.6744764885, 87.0, -1504.3030276004313)
[00:53:39] [Server thread/INFO]: papajohnxiiv joined the game
[00:56:42] [User Authenticator #14/INFO]: UUID of player tannerd88 is e0436caf-67d5-4325-85f0-1e0aff6dc16e
[00:56:42] [Server thread/INFO]: tannerd88[/209.6.44.49:50832] logged in with entity id 68796 at (-4317.201584853404, 66.0, -1390.557806221159)
[00:56:42] [Server thread/INFO]: tannerd88 joined the game
[01:00:59] [Server thread/INFO]: <tannerd88> hello?
[01:01:14] [Server thread/INFO]: papajohnxiiv lost connection: Disconnected
[01:01:14] [Server thread/INFO]: papajohnxiiv left the game
[01:03:40] [User Authenticator #15/INFO]: UUID of player papajohnxiiv is c473b258-b583-4d22-b435-f516c3b7e0c6
[01:03:40] [Server thread/INFO]: papajohnxiiv[/45.56.142.7:52583] logged in with entity id 70868 at (-4313.354198407072, 89.49390748022948, -1438.1442352129518)
[01:03:40] [Server thread/INFO]: papajohnxiiv joined the game
[01:05:52] [Server thread/INFO]: tannerd88 lost connection: Disconnected
[01:05:52] [Server thread/INFO]: tannerd88 left the game
[01:05:55] [User Authenticator #16/INFO]: UUID of player tannerd88 is e0436caf-67d5-4325-85f0-1e0aff6dc16e
[01:05:55] [Server thread/INFO]: tannerd88[/209.6.44.49:50851] logged in with entity id 71347 at (-4350.986378169079, 47.71432155689964, -1290.621015449961)
[01:05:55] [Server thread/INFO]: tannerd88 joined the game
[01:07:43] [Server thread/WARN]: Trying to add entity with duplicated UUID dffe8545-453a-43ee-b9bb-144a0243b04d. Existing minecraft:armor_stand#71787, new: minecraft:armor_stand#71787
[01:13:29] [Server thread/WARN]: Trying to add entity with duplicated UUID 11431b92-c667-470a-898a-c795c2c4abf8. Existing minecraft:armor_stand#73179, new: minecraft:armor_stand#73179
[01:16:52] [Server thread/INFO]: [papajohnxiiv: Teleported papajohnxiiv to tannerd88]
[01:19:19] [Server thread/INFO]: papajohnxiiv has made the advancement [Hot Stuff]
[01:20:40] [Server thread/INFO]: [tannerd88: Teleported tannerd88 to papajohnxiiv]
[01:22:03] [Server thread/INFO]: [papajohnxiiv: Teleported papajohnxiiv to tannerd88]
[01:26:59] [Server thread/INFO]: [tannerd88: Teleported tannerd88 to -4315.5, 67.0, -1395.5]
[01:28:49] [Server thread/INFO]: [tannerd88: Teleported tannerd88 to -4315.5, 67.0, -1395.5]
[01:29:31] [Server thread/INFO]: [tannerd88: Teleported tannerd88 to -4315.5, 67.0, -1395.5]
[01:29:58] [Server thread/INFO]: [papajohnxiiv: Teleported papajohnxiiv to tannerd88]
[01:31:13] [Server thread/INFO]: [papajohnxiiv: Teleported papajohnxiiv to tannerd88]
[01:33:47] [Server thread/INFO]: [papajohnxiiv: Teleported papajohnxiiv to tannerd88]
[01:34:44] [Server thread/INFO]: <tannerd88> can you hear me?
[01:35:00] [Server thread/INFO]: <tannerd88> i cant hear you anymore
[01:55:49] [Server thread/INFO]: [papajohnxiiv: Teleported papajohnxiiv to tannerd88]
[02:00:36] [Server thread/INFO]: [papajohnxiiv: Teleported papajohnxiiv to tannerd88]
[02:03:26] [Server thread/INFO]: [papajohnxiiv: Teleported papajohnxiiv to tannerd88]
[02:07:26] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/85431, l='ServerLevel[world]', x=-4598.35, y=93.44, z=-463.47]
[02:10:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/86832, l='ServerLevel[world]', x=-4582.64, y=81.72, z=-448.45]
[02:10:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/86833, l='ServerLevel[world]', x=-4580.67, y=82.39, z=-447.35]
[02:10:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/86833, l='ServerLevel[world]', x=-4580.67, y=82.39, z=-447.35]
[02:10:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/86849, l='ServerLevel[world]', x=-4576.67, y=81.62, z=-452.63]
[02:10:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/86849, l='ServerLevel[world]', x=-4576.67, y=81.62, z=-452.63]
[02:10:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/86852, l='ServerLevel[world]', x=-4576.61, y=80.55, z=-450.44]
[02:10:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/86852, l='ServerLevel[world]', x=-4576.61, y=80.55, z=-450.44]
[02:10:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Oak Fence'/86853, l='ServerLevel[world]', x=-4576.69, y=89.65, z=-448.49]
[02:10:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Oak Fence'/86853, l='ServerLevel[world]', x=-4576.69, y=89.65, z=-448.49]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/86928, l='ServerLevel[world]', x=-4585.70, y=78.34, z=-456.70]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/86928, l='ServerLevel[world]', x=-4585.70, y=78.34, z=-456.70]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/86929, l='ServerLevel[world]', x=-4582.36, y=82.63, z=-457.25]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/86929, l='ServerLevel[world]', x=-4582.36, y=82.63, z=-457.25]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['White Carpet'/86930, l='ServerLevel[world]', x=-4582.75, y=83.66, z=-458.47]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['White Carpet'/86930, l='ServerLevel[world]', x=-4582.75, y=83.66, z=-458.47]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/86931, l='ServerLevel[world]', x=-4587.42, y=80.38, z=-456.59]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/86931, l='ServerLevel[world]', x=-4587.42, y=80.38, z=-456.59]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Stairs'/86932, l='ServerLevel[world]', x=-4585.52, y=83.49, z=-450.46]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Stairs'/86932, l='ServerLevel[world]', x=-4585.52, y=83.49, z=-450.46]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Wall'/86933, l='ServerLevel[world]', x=-4585.38, y=83.33, z=-455.44]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Wall'/86933, l='ServerLevel[world]', x=-4585.38, y=83.33, z=-455.44]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Fence'/86934, l='ServerLevel[world]', x=-4584.69, y=78.47, z=-455.70]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Fence'/86934, l='ServerLevel[world]', x=-4584.69, y=78.47, z=-455.70]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/86935, l='ServerLevel[world]', x=-4587.47, y=79.64, z=-456.72]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/86935, l='ServerLevel[world]', x=-4587.47, y=79.64, z=-456.72]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/86936, l='ServerLevel[world]', x=-4585.69, y=82.33, z=-456.48]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/86936, l='ServerLevel[world]', x=-4585.69, y=82.33, z=-456.48]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['White Carpet'/86937, l='ServerLevel[world]', x=-4580.38, y=83.52, z=-458.60]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['White Carpet'/86937, l='ServerLevel[world]', x=-4580.38, y=83.52, z=-458.60]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/86938, l='ServerLevel[world]', x=-4584.46, y=83.61, z=-457.58]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/86938, l='ServerLevel[world]', x=-4584.46, y=83.61, z=-457.58]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/86939, l='ServerLevel[world]', x=-4583.52, y=82.56, z=-457.63]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/86939, l='ServerLevel[world]', x=-4583.52, y=82.56, z=-457.63]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/86940, l='ServerLevel[world]', x=-4584.45, y=84.26, z=-460.37]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/86940, l='ServerLevel[world]', x=-4584.45, y=84.26, z=-460.37]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['White Carpet'/86941, l='ServerLevel[world]', x=-4582.31, y=83.66, z=-459.45]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['White Carpet'/86941, l='ServerLevel[world]', x=-4582.31, y=83.66, z=-459.45]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Red Carpet'/86942, l='ServerLevel[world]', x=-4581.51, y=83.59, z=-459.31]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Red Carpet'/86942, l='ServerLevel[world]', x=-4581.51, y=83.59, z=-459.31]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/86943, l='ServerLevel[world]', x=-4586.53, y=83.41, z=-456.47]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/86943, l='ServerLevel[world]', x=-4586.53, y=83.41, z=-456.47]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/86973, l='ServerLevel[world]', x=-4584.59, y=85.29, z=-460.64]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/86973, l='ServerLevel[world]', x=-4584.59, y=85.29, z=-460.64]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Wall'/86974, l='ServerLevel[world]', x=-4588.41, y=83.59, z=-455.59]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Wall'/86974, l='ServerLevel[world]', x=-4588.41, y=83.59, z=-455.59]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Black Wool'/86975, l='ServerLevel[world]', x=-4586.75, y=84.42, z=-460.37]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Black Wool'/86975, l='ServerLevel[world]', x=-4586.75, y=84.42, z=-460.37]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/86976, l='ServerLevel[world]', x=-4589.54, y=82.50, z=-453.74]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/86976, l='ServerLevel[world]', x=-4589.54, y=82.50, z=-453.74]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Stairs'/86977, l='ServerLevel[world]', x=-4585.63, y=82.71, z=-459.72]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Stairs'/86977, l='ServerLevel[world]', x=-4585.63, y=82.71, z=-459.72]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/86978, l='ServerLevel[world]', x=-4584.48, y=82.75, z=-460.43]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/86978, l='ServerLevel[world]', x=-4584.48, y=82.75, z=-460.43]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Light Gray Wool'/86979, l='ServerLevel[world]', x=-4585.70, y=85.49, z=-460.55]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Light Gray Wool'/86979, l='ServerLevel[world]', x=-4585.70, y=85.49, z=-460.55]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Fence'/86980, l='ServerLevel[world]', x=-4586.43, y=86.63, z=-455.44]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Fence'/86980, l='ServerLevel[world]', x=-4586.43, y=86.63, z=-455.44]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/86981, l='ServerLevel[world]', x=-4587.64, y=82.35, z=-456.32]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/86981, l='ServerLevel[world]', x=-4587.64, y=82.35, z=-456.32]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Green Wool'/86982, l='ServerLevel[world]', x=-4585.39, y=85.44, z=-461.73]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Green Wool'/86982, l='ServerLevel[world]', x=-4585.39, y=85.44, z=-461.73]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Gray Wool'/86983, l='ServerLevel[world]', x=-4585.55, y=86.67, z=-459.61]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Gray Wool'/86983, l='ServerLevel[world]', x=-4585.55, y=86.67, z=-459.61]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Stairs'/87008, l='ServerLevel[world]', x=-4585.33, y=89.30, z=-441.73]
[02:10:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Stairs'/87008, l='ServerLevel[world]', x=-4585.33, y=89.30, z=-441.73]
[02:10:54] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Fence'/87153, l='ServerLevel[world]', x=-4592.65, y=67.55, z=-466.40]
[02:10:54] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Fence'/87153, l='ServerLevel[world]', x=-4592.65, y=67.55, z=-466.40]
[02:10:54] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/87174, l='ServerLevel[world]', x=-4592.31, y=65.35, z=-472.30]
[02:10:54] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/87174, l='ServerLevel[world]', x=-4592.31, y=65.35, z=-472.30]
[02:10:56] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87278, l='ServerLevel[world]', x=-4588.51, y=62.51, z=-468.49]
[02:10:56] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87278, l='ServerLevel[world]', x=-4588.51, y=62.51, z=-468.49]
[02:10:56] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/87279, l='ServerLevel[world]', x=-4591.28, y=62.72, z=-470.73]
[02:10:56] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/87279, l='ServerLevel[world]', x=-4591.28, y=62.72, z=-470.73]
[02:10:56] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/87280, l='ServerLevel[world]', x=-4584.50, y=63.68, z=-467.68]
[02:10:56] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/87280, l='ServerLevel[world]', x=-4584.50, y=63.68, z=-467.68]
[02:10:56] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/87282, l='ServerLevel[world]', x=-4589.71, y=61.36, z=-470.44]
[02:10:56] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/87282, l='ServerLevel[world]', x=-4589.71, y=61.36, z=-470.44]
[02:10:56] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87283, l='ServerLevel[world]', x=-4586.65, y=62.56, z=-466.65]
[02:10:56] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87283, l='ServerLevel[world]', x=-4586.65, y=62.56, z=-466.65]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/87478, l='ServerLevel[world]', x=-4588.42, y=63.29, z=-450.74]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/87478, l='ServerLevel[world]', x=-4588.42, y=63.29, z=-450.74]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/87479, l='ServerLevel[world]', x=-4589.58, y=67.38, z=-448.32]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/87479, l='ServerLevel[world]', x=-4589.58, y=67.38, z=-448.32]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/87480, l='ServerLevel[world]', x=-4590.51, y=65.50, z=-448.45]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/87480, l='ServerLevel[world]', x=-4590.51, y=65.50, z=-448.45]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Oak Planks'/87481, l='ServerLevel[world]', x=-4586.31, y=64.39, z=-452.72]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Oak Planks'/87481, l='ServerLevel[world]', x=-4586.31, y=64.39, z=-452.72]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Chest'/87483, l='ServerLevel[world]', x=-4591.52, y=65.37, z=-450.48]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Chest'/87483, l='ServerLevel[world]', x=-4591.52, y=65.37, z=-450.48]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Red Carpet'/87484, l='ServerLevel[world]', x=-4588.58, y=64.55, z=-453.45]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Red Carpet'/87484, l='ServerLevel[world]', x=-4588.58, y=64.55, z=-453.45]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/87554, l='ServerLevel[world]', x=-4583.34, y=72.56, z=-456.40]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/87554, l='ServerLevel[world]', x=-4583.34, y=72.56, z=-456.40]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/87555, l='ServerLevel[world]', x=-4583.70, y=71.42, z=-456.42]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/87555, l='ServerLevel[world]', x=-4583.70, y=71.42, z=-456.42]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Oak Stairs'/87556, l='ServerLevel[world]', x=-4586.45, y=72.43, z=-455.55]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Oak Stairs'/87556, l='ServerLevel[world]', x=-4586.45, y=72.43, z=-455.55]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/87558, l='ServerLevel[world]', x=-4589.55, y=62.55, z=-450.74]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/87558, l='ServerLevel[world]', x=-4589.55, y=62.55, z=-450.74]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Oak Planks'/87562, l='ServerLevel[world]', x=-4591.35, y=64.32, z=-449.56]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Oak Planks'/87562, l='ServerLevel[world]', x=-4591.35, y=64.32, z=-449.56]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Gravel'/87596, l='ServerLevel[world]', x=-4582.57, y=58.55, z=-455.56]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Gravel'/87596, l='ServerLevel[world]', x=-4582.57, y=58.55, z=-455.56]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87597, l='ServerLevel[world]', x=-4580.32, y=60.70, z=-450.34]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87597, l='ServerLevel[world]', x=-4580.32, y=60.70, z=-450.34]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/87598, l='ServerLevel[world]', x=-4585.41, y=57.72, z=-451.27]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/87598, l='ServerLevel[world]', x=-4585.41, y=57.72, z=-451.27]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87599, l='ServerLevel[world]', x=-4581.56, y=60.61, z=-456.47]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87599, l='ServerLevel[world]', x=-4581.56, y=60.61, z=-456.47]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87600, l='ServerLevel[world]', x=-4581.52, y=58.31, z=-453.38]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87600, l='ServerLevel[world]', x=-4581.52, y=58.31, z=-453.38]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/87601, l='ServerLevel[world]', x=-4581.51, y=63.61, z=-454.43]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/87601, l='ServerLevel[world]', x=-4581.51, y=63.61, z=-454.43]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87602, l='ServerLevel[world]', x=-4583.30, y=59.37, z=-456.50]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87602, l='ServerLevel[world]', x=-4583.30, y=59.37, z=-456.50]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87603, l='ServerLevel[world]', x=-4581.56, y=59.32, z=-452.26]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87603, l='ServerLevel[world]', x=-4581.56, y=59.32, z=-452.26]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87604, l='ServerLevel[world]', x=-4585.51, y=61.36, z=-457.57]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87604, l='ServerLevel[world]', x=-4585.51, y=61.36, z=-457.57]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Gravel'/87605, l='ServerLevel[world]', x=-4584.75, y=57.54, z=-455.63]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Gravel'/87605, l='ServerLevel[world]', x=-4584.75, y=57.54, z=-455.63]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87606, l='ServerLevel[world]', x=-4584.67, y=60.38, z=-457.72]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dirt'/87606, l='ServerLevel[world]', x=-4584.67, y=60.38, z=-457.72]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/87667, l='ServerLevel[world]', x=-4592.74, y=70.34, z=-452.32]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/87667, l='ServerLevel[world]', x=-4592.74, y=70.34, z=-452.32]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/87668, l='ServerLevel[world]', x=-4591.62, y=71.28, z=-452.31]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Birch Planks'/87668, l='ServerLevel[world]', x=-4591.62, y=71.28, z=-452.31]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/87669, l='ServerLevel[world]', x=-4592.26, y=67.26, z=-453.30]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/87669, l='ServerLevel[world]', x=-4592.26, y=67.26, z=-453.30]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/87670, l='ServerLevel[world]', x=-4591.70, y=70.43, z=-448.51]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/87670, l='ServerLevel[world]', x=-4591.70, y=70.43, z=-448.51]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/87671, l='ServerLevel[world]', x=-4592.38, y=71.42, z=-451.55]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone'/87671, l='ServerLevel[world]', x=-4592.38, y=71.42, z=-451.55]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Wall'/87693, l='ServerLevel[world]', x=-4593.37, y=72.34, z=-455.34]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Wall'/87693, l='ServerLevel[world]', x=-4593.37, y=72.34, z=-455.34]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/87697, l='ServerLevel[world]', x=-4594.46, y=74.73, z=-456.64]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/87697, l='ServerLevel[world]', x=-4594.46, y=74.73, z=-456.64]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/87698, l='ServerLevel[world]', x=-4595.30, y=72.30, z=-456.55]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/87698, l='ServerLevel[world]', x=-4595.30, y=72.30, z=-456.55]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Fence'/87699, l='ServerLevel[world]', x=-4594.42, y=75.41, z=-455.58]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Fence'/87699, l='ServerLevel[world]', x=-4594.42, y=75.41, z=-455.58]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/87702, l='ServerLevel[world]', x=-4596.67, y=70.51, z=-450.75]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Log'/87702, l='ServerLevel[world]', x=-4596.67, y=70.51, z=-450.75]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/87708, l='ServerLevel[world]', x=-4592.73, y=77.49, z=-447.52]
[02:11:38] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/87708, l='ServerLevel[world]', x=-4592.73, y=77.49, z=-447.52]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/87725, l='ServerLevel[world]', x=-4593.62, y=66.63, z=-456.64]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Dark Oak Planks'/87725, l='ServerLevel[world]', x=-4593.62, y=66.63, z=-456.64]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Stairs'/87726, l='ServerLevel[world]', x=-4593.36, y=70.60, z=-455.57]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Cobblestone Stairs'/87726, l='ServerLevel[world]', x=-4593.36, y=70.60, z=-455.57]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Oak Slab'/87728, l='ServerLevel[world]', x=-4591.45, y=67.57, z=-460.28]
[02:11:39] [Server thread/WARN]: Fetching packet for removed entity bcs['Oak Slab'/87728, l='ServerLevel[world]', x=-4591.45, y=67.57, z=-460.28]
